count|raw_tweet|processed_tweet
119|Well my Wellbutrin + Celexa combo keeps me from wanting to kill myself every day so as usual 🖕🏾Elon musk and everything that he stands for. https://t.co/0UUKb2Tvz3|  wellbutrin  celexa combo      kill   day   usual 🖕🏾elon musk     stands  httpscouukbtvz
120|@itskushGoddess I do that too! Sometimes I even come up with first and/or last names for sims randomly. Example: I dead ass named one of my Sims "Celexa" (an antidepressant) another one I named "Vidalia" (an Onion, and because I stan Steven universe) and I also named one "Viora" (A song by REOL)|itskushgoddess     sometimes         names  sims randomly example  dead ass named    sims celexa  antidepressant    named vidalia  onion    stan steven universe    named  viora  song  reol
121|@Gabbity Everyone is different. Celexa saves mine daily.|gabbity    celexa saves mine daily
122|Celexa and zoloft all had the same effect and my doctors just kept wanting to keep me on themngl I just think antidepressants are bullshit in general, shit fucked me up for years|celexa  zoloft     effect   doctors  kept      themngl    antidepressants  bullshit   shit fucked    
123|@tammilv @drjessigold @DrJenGunter I had the exact opposite experience. When I tried Celexa, Prozac, and Effexor, all gave me severe suicidal ideation within the first 72 hours on the meds. Wellbutrin has been a wonderful experience. Only side effects were some mild GI symptoms, dry throat, and headache at first.|tammilv drjessigold drjengunter    exact opposite experience   tried celexa prozac  effexor    severe suicidal ideation     hours   meds wellbutrin    wonderful experience   effects   mild gi symptoms dry throat  headache  
124|I don’t know exactly what that fuckface said about Wellbutrin (and I don’t care). I DO know that starting it during the pandemic to treat my depression (along with therapy) was the right thing for me. FWIW, I also take Citalopram (Celexa) for my OCD/anxiety.| don  exactly   fuckface   wellbutrin   don care     starting    pandemic  treat  depression   therapy       fwiw    citalopram celexa   ocdanxiety
125|@pupcraft I was on a combo of celexa and hydroxizine for a while but it didn’t work out and I’ve since moved on to Zoloft and Ativan (as needed) and I feel like it’s helped a lot. Before that we tried Promethazin pills for the anxious moments but it made me MORE anxious|pupcraft     combo  celexa  hydroxizine      didn    ve  moved   zoloft  ativan     feel   helped  lot    tried promethazin pills   anxious moments      anxious
126|Wellbutrin is the shit! Different meds for different folks, always, but it totally turned things around for me after hormonal changes seemed to increase Celexa side effects at higher doses. Meds can be scary, but a good Dr. can help you get them right for you. https://t.co/ud0628vLDb|wellbutrin   shit  meds   folks    totally       hormonal changes   increase celexa  effects   doses meds   scary    dr  help       httpscoudvldb
127|@drjessigold @MJK_NY31 I did. I’m on Celexa and Buspar. I’m okay now. Thank you ❤️|drjessigold mjkny     celexa  buspar  okay  thank  ❤️
128|@AynRandPaulRyan @elonmusk @pmarca My kid attempted suicide on zoloft. Drs changed it to Celexa after that. No feeling/personality on it. Wellbutrin, no issues.  Came off of that when new Dr treated the root, not the symptoms.  Low vit d.|aynrandpaulryan elonmusk pmarca  kid attempted suicide  zoloft drs changed   celexa    feelingpersonality   wellbutrin  issues        dr treated  root   symptoms  low vit 
