count|raw_tweet|processed_tweet
124|i lied on pristiq and wrote 0| lied  pristiq  wrote 
125|@DrSylveonPsyq Yo conozco personas con muchísimo dinero que les pesa pagar hasta un Pristiq. Te llaman a pedir una alternativa porque no lo quisieron comprar. Esa es una…|drsylveonpsyq yo conozco personas con muchísimo dinero que les pesa pagar hasta un pristiq te llaman  pedir una alternativa porque  lo quisieron comprar esa es una…
126|@PillsburySadboi mine is pristiq, lamictol, dayvigo, jpop/kpop idols, and retail therapy|pillsburysadboi mine  pristiq lamictol dayvigo jpopkpop idols  retail therapy
127|@stadoanarquista Pristiq é excelente para isso|stadoanarquista pristiq é excelente para isso
128|@Ivyricha Eu tb, chama succinato de desvenlafaxina monoidratado ou pristiq pros íntimos 🥰|ivyricha eu tb chama succinato de desvenlafaxina monoidratado ou pristiq pros íntimos 🥰
129|Ya lloré 4 veces en lo que terminaba mi proyecto, una tarea para hoy y estudiaba para mi examen de mañana 😭😭 el Ritalin ya me pegó pero el pristiq pa kuandoo ?? https://t.co/GkP3Pjezlf|ya lloré  veces en lo que terminaba mi proyecto una tarea para hoy  estudiaba para mi examen de mañana 😭😭 el ritalin ya  pegó pero el pristiq pa kuandoo  httpscogkppjezlf
130|@franubio el pristiq bb? Una vez me dio como un shock eléctrico cuando lo dejé :(|franubio el pristiq bb una vez  dio como un shock eléctrico cuando lo dejé 
131|Eres lo que el Pristiq no me deja llorar.|eres lo que el pristiq   deja llorar
132|got off pristiq and started abilify and suddenly everything's coming up Leah|  pristiq  started abilify  suddenly  coming  leah
133|@DobesCrusher Actually I'm on an SNRI rn (Pristiq) and I hasn't killed my libido, but ability to nut? *crashing plane noises* I'm moving from 100mg of Pristiq to 50 and then starting on 37.5 on Effexor :9|dobescrusher actually    snri rn pristiq    killed  libido  ability  nut crashing plane noises  moving  mg  pristiq     starting    effexor 
134|@KinkTodd @dreamicon Yeah I’m actually swapping from another SNRI—Pristiq. And it’s been good for a bit but my psych wanted to try something else on|kinktodd dreamicon yeah  actually swapping   snripristiq       bit   psych   try  else 
135|@marleybarleyyy pristiq was my BESTIE it’s one of the only SSRIs that’s ever worked for me|marleybarleyyy pristiq   bestie      ssris     
136|@KKRiders @glancescreen Hit a six in the ground not in only Pristiq|kkriders glancescreen hit  six   ground    pristiq
137|@BaddieStreams Pristiq and @UnsubscribeCast|baddiestreams pristiq  unsubscribecast
138|morte horrível sem meu pristiq, Deus pode me levar|morte horrível sem meu pristiq deus pode  levar
139|@armedqueerious I was on Pristiq and Wellbutrin|armedqueerious    pristiq  wellbutrin
140|@SpoonsSpace That can be too much for some people and make them feel too wired. The other drug I have personal experience in taking is Pristiq (generic available). I take this right now as it treats both depression and anxiety. Wellbutrin does not treat anxiety.|spoonsspace        people    feel  wired   drug   personal experience  taking  pristiq generic available        treats  depression  anxiety wellbutrin   treat anxiety
141|@JudenCamper @BudanKpn También media rula de Mirtazapina tiene efecto sedante y puede servir como antidepresivo flojo (en esa cantidad) pero cualquier antidepresivo tarda al menos dos semanas en notarse algo (el que lo note) lo mejor es el Elvanse + Pristiq y a media tarde un Rubifen...|judencamper budankpn también media rula de mirtazapina tiene efecto sedante  puede servir como antidepresivo flojo en esa cantidad pero cualquier antidepresivo tarda al menos dos semanas en notarse algo el que lo note lo mejor es el elvanse  pristiq   media tarde un rubifen
142|@charopelomorado @BudanKpn Efectivamente el pristiq se toma por las mañanas por su perfil activador. Por el contrario, la trazodona se utiliza por las noches (como antidepresivo es flojo, de hecho se da más para insomnio).|charopelomorado budankpn efectivamente el pristiq se toma por las mañanas por su perfil activador por el contrario la trazodona se utiliza por las noches como antidepresivo es flojo de hecho se da más para insomnio
143|RT @charopelomorado: @BudanKpn @JudenCamper El Pristiq podría activar (no siempre,  pero al tocar noradrenalina...). Para dormir, sí o sí Z…|rt charopelomorado budankpn judencamper el pristiq podría activar  siempre  pero al tocar noradrenalina para dormir sí  sí …
144|@BudanKpn @JudenCamper El Pristiq podría activar (no siempre,  pero al tocar noradrenalina...). Para dormir, sí o sí Zolpidem. También tengo anfetaminas de farmacia que te ponen como un cohete durante el día|budankpn judencamper el pristiq podría activar  siempre  pero al tocar noradrenalina para dormir sí  sí zolpidem también tengo anfetaminas de farmacia que te ponen como un cohete durante el día
145|@JudenCamper Tomé un antidepresivo que me dio un colega (Pristiq) y también un dormirel (doxilamina). Y unos 6 cubatas, 5 birras y algún vino. Y un chupito de Jager|judencamper tomé un antidepresivo que  dio un colega pristiq  también un dormirel doxilamina  unos  cubatas  birras  algún vino  un chupito de jager
146|quem tá me guiando pelo dia de hoje é o Pristiq|quem tá  guiando pelo dia de hoje é  pristiq
147|la pristiq me hace sentir muy real|la pristiq  hace sentir muy real
148|whoever invented pristiq ur mums a hoe i forget to take this shit for one day and i feel like i got hit by 4 trucks and a bus|whoever invented pristiq ur mums  hoe  forget    shit   day   feel    hit   trucks   bus
149|Took my first dose of Pristiq just now.  I’m very depressed and really wish I wasn’t|   dose  pristiq      depressed   wish  wasn
150|@likeliterallyno I take Pristiq, best one I’ve tried yet!|likeliterallyno   pristiq   ve tried 
151|I fired a doc because they refused to move me from pristiq ($600+ monthly) to the generic low formulary Effexor XR (~4.99). She said it was her Dr opinion I wouldn’t get care from the cheaper med. i said what care do I get by taking none cause I can’t afford the other one.| fired  doc   refused  move   pristiq  monthly   generic low formulary effexor xr ~      dr opinion  wouldn  care   cheaper med    care     taking none cause   afford   
152|Pristiq is my antidepressant! #Mentalhealth #depresion #Anxiety #YouMatter https://t.co/AcOOypb4XR|pristiq   antidepressant mentalhealth depresion anxiety youmatter httpscoacooypbxr
153|@limechipfiend lithium, pristiq, and wellbutrin 😎|limechipfiend lithium pristiq  wellbutrin 😎
154|Got my meds, but they cost $17 more than normal. Not sure what that was about! Also, apparently, a side effect of stopping Pristiq suddenly is nausea, and it hit me hard this afternoon. I’m so glad I found a med that works for me, but I also hate how much of a hassle it is!|  meds   cost    normal        apparently   effect  stopping pristiq suddenly  nausea   hit  hard  afternoon   glad  found  med        hate     hassle  
155|RT @mochiironn: i’m a pristiq sun aripiprazole moon and vyvanse rising|rt mochiironn   pristiq sun aripiprazole moon  vyvanse rising
156|Ffwd to today:-I don’t really drink/smoke anymore-Titrated down significantly on meds (only on 20 mg Cymbalta &amp; 25 mg Pristiq)-Have SO much more energy &amp; no longer NEED naps -Value my time w my kids SO much now. I’m so much more loving &amp; sympathetic w them|ffwd   don  drinksmoke anymoretitrated  significantly  meds    mg cymbalta amp  mg pristiq    energy amp    naps value  time   kids        loving amp sympathetic  
157|Me when I was on Pristiq https://t.co/O5yXWb52EM|     pristiq httpscooyxwbem
158|@thanks4ether Una mamá con un hijo con epilepsia me preguntó por las pastillas pero ella necesitaba Pristiq (mucho más caras) pero yo tenía el bioequivalente nomás. Buuuu|thanksether una mamá con un hijo con epilepsia  preguntó por las pastillas pero ella necesitaba pristiq mucho más caras pero yo tenía el bioequivalente nomás buuuu
159|Pristiq|pristiq
160|RT @equitybulls: Lupin receives approval from U.S. FDA for Desvenlafaxine Extended-Release Tablets 25 mg#Lupin #INE326A01037 #Desvenlafax…|rt equitybulls lupin receives approval   fda  desvenlafaxine extendedrelease tablets  mglupin inea desvenlafax…
161|@polymathical_ @Anankastiac I’ve considered going back on anti-depressants. I was on pristiq for 10 yrs without a doctor ever checking in on it and when I decided to get off of it, the withdrawal process was super traumatizing so I’ve been nervous to try again. I hear Prozac withdrawal is ok though!|polymathical anankastiac ve considered    antidepressants    pristiq   yrs   doctor  checking       decided       withdrawal process  super traumatizing  ve  nervous  try   hear prozac withdrawal  ok 
162|Lupin receives USFDA approval for anti-depressant drug It is the generic equivalent of Pristiq, extended-release tablets, 25 mg of PF PRISM C.V, it added #Latest News by #BusinessStandard https://t.co/v4NHg6gHDY|lupin receives usfda approval  antidepressant drug    generic equivalent  pristiq extendedrelease tablets  mg  pf prism   added  news  businessstandard httpscovnhgghdy
163|This was me on Pristiq https://t.co/QofbOpqTVe|    pristiq httpscoqofbopqtve
164|#Lupin receives approval from U.S. FDA for its ANDA, Desvenlafaxine Extended-Release Tablets, 25 mg to market a generic equivalent of Pristiq® Extended-Release Tablets, 25 mg of PF PRISM C.V. Read more: https://t.co/hYQR2wVtR8#LupinInNews #Pharmaceuticals #Media #Desvenlafaxine https://t.co/HqqgfCnY9e|lupin receives approval   fda   anda desvenlafaxine extendedrelease tablets  mg  market  generic equivalent  pristiq® extendedrelease tablets  mg  pf prism  read  httpscohyqrwvtrlupininnews pharmaceuticals media desvenlafaxine httpscohqqgfcnye
165|Lupin receives approval from U.S. FDA for Desvenlafaxine Extended-Release Tablets 25 mg#Lupin #INE326A01037 #Desvenlafaxine #ExtendedRelease #Tablets #ANDA #Approval #Pristiq https://t.co/F5pYsgzNga https://t.co/Aubts3cLVY|lupin receives approval   fda  desvenlafaxine extendedrelease tablets  mglupin inea desvenlafaxine extendedrelease tablets anda approval pristiq httpscofpysgznga httpscoaubtsclvy
166|Si alguna vez alguien viene a pedirme consejo siempre le diré que no se deje medicar, yo he tomado abilify, fluoxetina, paroxetina, citalopram, concerta, olanzapina, mirtrazapina, trazadona, aprazolam, diazepam, lorazepam, rivotril y pristiq en este periodo de 4 años y puedo https://t.co/EnL04VusU0|si alguna vez alguien viene  pedirme consejo siempre le diré que  se deje medicar yo  tomado abilify fluoxetina paroxetina citalopram concerta olanzapina mirtrazapina trazadona aprazolam diazepam lorazepam rivotril  pristiq en este periodo de  años  puedo httpscoenlvusu
167|@satan_esq may i recommend pristiq and a bad memory?|satanesq   recommend pristiq   bad memory
168|@awfulexample I can’t get off it but fuck the sweating is so bad, apparently pristiq is similar but like who knows|awfulexample       fuck  sweating   bad apparently pristiq  similar    
169|@SuperCapuchita Uy! Yo de esos me tomo uno la día, junto con pristiq por la mañana y quetiapina por la noche 😅 es lo que tiene estar jodida de la cabeza nivel psiquiátrico|supercapuchita uy yo de esos  tomo uno la día junto con pristiq por la mañana  quetiapina por la noche 😅 es lo que tiene estar jodida de la cabeza nivel psiquiátrico
170|RT @mayakendrickxo: is there black market pristiq lmao|rt mayakendrickxo   black market pristiq lmao
171|@ardentflora Pristiq is an anti depressant that helps with my ocd and anxiety. My doctor just put me back on it 💔 but I’ve heard people on it referred to as pristiq princesses and I like it|ardentflora pristiq   anti depressant  helps   ocd  anxiety  doctor       💔  ve heard people   referred   pristiq princesses    
172|thank you pristiq|thank  pristiq
173|@cloxic Pristiq… for the now…|cloxic pristiq…   …
174|@HansFaffing I have had the displeasure of brain zaps when tapering off of one particularly nasty one, Pristiq. No thank you ma'am, that shit was awful to come off of.|hansfaffing     displeasure  brain zaps  tapering    particularly nasty  pristiq  thank  ma  shit  awful    
175|RT @EmotionalLife: Wyeth’s Dr. Phil Ninan on Pristiq https://t.co/Jx8xsRI9ZT|rt emotionallife wyeth dr phil ninan  pristiq httpscojxxsrizt
176|@yachtmommii literally!!! i'm either going to mexico or just starting to wean myself off pristiq now lmao|yachtmommii literally     mexico   starting  wean   pristiq  lmao
177|is there black market pristiq lmao|  black market pristiq lmao
178|got a hit of twitter dopamine gonna go puke up my pristiq to stay skinny now|  hit  twitter dopamine gonna  puke   pristiq  stay skinny 
179|Day 1 of Wellbutrin &amp; Pristiq 🤞🏼|day   wellbutrin amp pristiq 🤞🏼
180|@yokalli2 I understand man. Maybe try anxiety meds. Trazodone or pristiq. Something to calm the mind.|yokalli  understand  maybe try anxiety meds trazodone  pristiq   calm  mind
181|somehow lowering my pristiq dose is making me feel more side effects then when i upped it ( ´•̥̥̥ω•̥̥̥` ) I've been having weird dreams every night now wah|somehow lowering  pristiq dose    feel   effects    upped   ´•̥̥̥ω•̥̥̥     weird dreams  night  wah
182|I’m a Pristiq princess again …😑|  pristiq princess  …😑
183|@tenayataylor_ What are you taking? I'm on Pristiq and I have no idea really if it's doing anything?|tenayataylor    taking   pristiq     idea     
184|📩السلام وعليكم احتاج دواء برستك pristiq بالرياض مقطوع من الصيدليات ولازم ادبره قبل ماتنتهي العلبة الي معي ، من وين اقدر اوفره ؟|📩السلام وعليكم احتاج دواء برستك pristiq بالرياض مقطوع من الصيدليات ولازم ادبره قبل ماتنتهي العلبة الي معي ، من وين اقدر اوفره ؟
185|manifesting that this pristiq does what the fuck it’s supposed to do|manifesting   pristiq    fuck  supposed  
186|@gtbiftothemoon @lynzie_loooove @mcuban Ditto. Only thing I can see being close would be generic Pristiq and that would ONLY be the price at a “Big Chain” pharmacy. I don’t think people understand that bigger is NOT better when it comes to pharmacy prices.|gtbiftothemoon lynzieloooove mcuban ditto       close   generic pristiq       price    chain pharmacy  don  people understand  bigger      comes  pharmacy prices
187|@bitterminttea Ditto for Effexor/Pristiq :((( my doc rec’d black cohosh (herbal supplement) for the hot feeling/night sweats and I’ve found it helps a bit~|bitterminttea ditto  effexorpristiq   doc rec black cohosh herbal supplement   hot feelingnight sweats  ve found  helps  bit~
188|@SamirMithqal Pristiq uma vez ao dia pela manhã + Kryptonita da garrafa verde duas vezes ao dia a partir das 18h00.Em dias de jogos do Galo, pode ser até oito vezes ao dia a partir das 18h00.Cura até tristeza do Jeca|samirmithqal pristiq uma vez ao dia pela manhã  kryptonita da garrafa verde duas vezes ao dia  partir das hem dias de jogos  galo pode ser até oito vezes ao dia  partir das hcura até tristeza  jeca
189|@Taco_Night_ Well, it's actually a new med I've been trying because Zoloft gave me really bad nausea, it's called Pristiq I think. Basically we've been slowly upping the dose to find a good level for me, I asked for more cuz I didn't feel quite "there" at the dose I was on 😅|taconight   actually   med   trying  zoloft    bad nausea  called pristiq   basically   slowly upping  dose     level       cuz   feel     dose    😅
190|Wyeth’s Dr. Phil Ninan on Pristiq https://t.co/Jx8xsRI9ZT|wyeth dr phil ninan  pristiq httpscojxxsrizt
191|@goddreamthee oh wow, I actually took desvenlafaxine when I was 24-25 but only for 10 months and the dose was like 30mg or something. Luckily CTd (bad advice and I didn’t know any better) and everything was fine. Anyways, just search “Pristiq” in FB - some groups come up. https://t.co/Hf1dxgFCUk|goddreamthee oh wow  actually  desvenlafaxine         months   dose   mg   luckily ctd bad advice   didn       fine anyways  search pristiq  fb      httpscohfdxgfcuk
192|@sophsoph_psd Desvenlafaxine - pristiq; 200mg for years. Way, way too long|sophsophpsd desvenlafaxine  pristiq mg      
193|I ran out of my Pristiq and because I have ADHD that means that it took me 3 days to contact my psychiatrist which means I will probably not receive this medication for another 3 days (because of the weekend) so if I’ve been in a bad mood then you know why| ran    pristiq     adhd  means      days  contact  psychiatrist  means   probably  receive  medication    days    weekend   ve    bad mood    
194|@turkishblacktea Pristiq e rivotril|turkishblacktea pristiq  rivotril
195|TMI but withdrawal from pristiq has not been fun - even slowly tapering, I’ve been scratching so much that I’ve bruised (also, lookit Hugo 🥺) https://t.co/GacJCU3BLL|tmi  withdrawal  pristiq    fun   slowly tapering ve  scratching    ve bruised  lookit hugo 🥺 httpscogacjcubll
196|@1JCGagnon @Chusva @Stephane_unique @s1r83r Je prends son cousin de la desvenlafaxine (Pristiq) et de L’Abilify. Je me sens très bien avec ça. Je serai médicamentée à vie.|jcgagnon chusva stephaneunique srr je prends son cousin de la desvenlafaxine pristiq et de abilify je  sens très bien avec ça je serai médicamentée à vie
197|me casually mentioning to my psychiatrist that the best I feel like I remember feeling was when I was on pristiq and latuda and he casually mentions those are also approved for BPD https://t.co/q02K8noJj1| casually mentioning   psychiatrist     feel   remember feeling      pristiq  latuda   casually mentions    approved  bpd httpscoqknojj
198|@BeccaLizz I’m on Pristiq (an SNRI) and it’s working really well for me. Also on Concerta &amp; guanfacine for ADHD. I also can’t say enough about how genetic testing helped me find the right med, if you have access to that.|beccalizz   pristiq  snri          concerta amp guanfacine  adhd        genetic testing helped     med    access  
199|@BeccaLizz I’ve seen Effexor suggested here, and I would recommend pristiq instead! It’s very similar to Effexor—in fact it’s actually just the metabolite of it, and it has a longer half life. Way less side effects. I’ve had both and I much prefer pristiq.|beccalizz ve seen effexor suggested     recommend pristiq instead   similar  effexor   actually   metabolite        half life    effects ve      prefer pristiq
200|@iammatsoul Mas você pode me ajudar me dando uma receita de Pristiq 50 mg... Não quero pagar a consulta caríssima do psiquiatra. Me ajuda aí https://t.co/j10HFyjdfH|iammatsoul mas você pode  ajudar  dando uma receita de pristiq  mg não quero pagar  consulta caríssima  psiquiatra  ajuda aí httpscojhfyjdfh
201|@BrettButler1111 @TADavis28966282 I’ve taken an antidepressant for 33 years. Tofranil &gt; Effexor &gt; Pristiq Way back before I started taking Tofranil, I had panic attacks EVERY DAY. I could not eat. It was horrific. I wouldn’t stop taking my bp medication - so why would I stop my antidepressant?|brettbutler tadavis ve   antidepressant    tofranil gt effexor gt pristiq     started taking tofranil   panic attacks  day    eat   horrific  wouldn stop taking  bp medication      stop  antidepressant
202|Been trying for 3 hours and managed to fall asleep long enough to have more nightmares.Oh, yeah, that pristiq was a bloody brilliant idea.| trying   hours  managed  fall asleep      nightmaresoh yeah  pristiq   bloody brilliant idea
203|@Estercp Ja tomei ellifore, pristiq, desve e genéricos de vários laboratórios e nunca senti diferença. Hj em dia só genérico|estercp ja tomei ellifore pristiq desve  genéricos de vários laboratórios  nunca senti diferença hj em dia só genérico
204|Um suco de pristiq garçom!|um suco de pristiq garçom
205|@WolfSkin_Studio Omg I’m so sorry you’re going through this!! I know EXACTLY how you feel 😵‍💫 I get vertigo, zaps, and nausea if I miss my antidepressant pills for a day. I’m on pristiq. It works wonderful for me. But it’s a nightmare if I accidentally forget to take it 😵‍💫|wolfskinstudio omg   sorry re      exactly   feel 😵‍💫   vertigo zaps  nausea   miss  antidepressant pills   day   pristiq   wonderful      nightmare   accidentally forget    😵‍💫
206|@RevLapDance That’s good to hear. I take Pristiq and Rexulti and Xanax as needed plus Prozac part of the month. Still struggling!|revlapdance    hear   pristiq  rexulti  xanax   plus prozac    month  struggling
207|Californian taking 125mg Pristiq/day since 2016 has adverse effects, wants to know how to taper since Pristiq tablets technically cannot be split. https://t.co/LbCQk6k5Rp #IncompetentPrescribing|californian taking mg pristiqday    adverse effects      taper  pristiq tablets technically   split httpscolbcqkkrp incompetentprescribing
208|have any of you been on pristiq??|      pristiq
