count|raw_tweet|processed_tweet
110|RT @sasha_sue87: Look into Cymbalta. Worst than any drug on the market and streets.|rt sashasue look  cymbalta worst   drug   market  streets
111|Look into Cymbalta. Worst than any drug on the market and streets. https://t.co/XUXRJN3tTT|look  cymbalta worst   drug   market  streets httpscoxuxrjnttt
112|@elonmusk @Cernovich Now look into Cymbalta.|elonmusk cernovich  look  cymbalta
113|RT @artisteboy: @AileenLovelace @brevolve @AynRandPaulRyan @elonmusk @pmarca That's exactly what I've been saying, actually. He mentioned w…|rt artisteboy aileenlovelace brevolve aynrandpaulryan elonmusk pmarca  exactly    saying actually  mentioned …
114|@AileenLovelace @brevolve @AynRandPaulRyan @elonmusk @pmarca That's exactly what I've been saying, actually. He mentioned wellbutrin, which IS known for causing suicide more than other AD meds. For me, cymbalta has been the hell drug. No one has said anything about forcing people off cold turkey. That should be obvious.|aileenlovelace brevolve aynrandpaulryan elonmusk pmarca  exactly    saying actually  mentioned wellbutrin     causing suicide    ad meds   cymbalta    hell drug       forcing people  cold turkey    obvious
115|@DrDooleyMD Wellbutrin has been great for me. Keeps me from the deepest depths and doesn't kill my libido like Cymbalta did. I cold turkeyed Cymbalta when my insurance lapsed from changing jobs. Now THAT just about killed me. Wellbutrin has worked for me, but I know that's not everyone.|drdooleymd wellbutrin          deepest depths   kill  libido  cymbalta   cold turkeyed cymbalta   insurance lapsed  changing jobs     killed  wellbutrin          
116|Cymbalta is the dangerous anti-depressant. It almost killed me! #CymbaltaKILLS https://t.co/1oqi5s2cs7|cymbalta   dangerous antidepressant   killed  cymbaltakills httpscooqiscs
117|@empatheticb0ss That's how I feel but with my cymbalta|empatheticbss    feel    cymbalta
118|@TallYouBack Exactly.I don't really have that addiction gene - it wasn't that hard to quit the dilaudid for me. Pot + Cymbalta because frankly, I AM depressed about the state of our nation.|tallyouback exactly     addiction gene     hard  quit  dilaudid   pot  cymbalta  frankly   depressed      nation
119|Every day for years now I've been taking Cymbalta and Remeron. This combo was a game-changer for my horrific anxiety.Fuck med shaming. Meds change lives.| day      taking cymbalta  remeron  combo   gamechanger   horrific anxietyfuck med shaming meds change lives
120|@Fablewolf91 “Wellbutrin - Not as dangerous as Cymbalta!”|fablewolf wellbutrin    dangerous  cymbalta
121|@AssusReamus I take Cymbalta 60 mg daily and have the support of awesome Doc Ann (my psychiatrist), my incredible family &amp; friends and pets and love for God, Jesus &amp; the Holy Spirit. Also, love golf, sailing, gardening, cooking, Lake Tahoe &amp; Yosemite!|assusreamus   cymbalta  mg daily    support  awesome doc ann  psychiatrist  incredible family amp friends  pets  love  god jesus amp  holy spirit  love golf sailing gardening cooking lake tahoe amp yosemite
122|&amp; what about Cymbalta ? https://t.co/X6h9d1Hw77|amp   cymbalta  httpscoxhdhw
123|@elonmusk @pmarca My sisters suicide was caused by Cymbalta.|elonmusk pmarca  sisters suicide  caused  cymbalta
124|@elonmusk @PPathole @pmarca After being on a few, I absolutely believe there are some that should have never been FDA approved. Particularly Cymbalta (duloxetine) and Wellbutrin. Cymbalta has withdrawal symptoms worse then anything imaginable. Wellbutrin is legal meth.|elonmusk ppathole pmarca       absolutely believe         fda approved particularly cymbalta duloxetine  wellbutrin cymbalta  withdrawal symptoms worse   imaginable wellbutrin  legal meth
125|@jeandwan @AshleyGWinter Wellbutrin did little for me, too.  Cymbalta is a wonderful anti-depressant.  Go low -dose, too. 15-30mg every morning. I saw a difference in a week. Good luck! :)|jeandwan ashleygwinter wellbutrin  little     cymbalta   wonderful antidepressant   low dose  mg  morning    difference   week  luck 
126|@CatDocMD Me, now very confused at what my Cymbalta does. I just know it works https://t.co/nPCvp7WzxE|catdocmd    confused    cymbalta       httpsconpcvpwzxe
127|When I was 17, I had a grand mal seizure because of wellbutrin. I still don’t think it should be taken off the market. I’m on cymbalta now, which has been terrible for some of my friends and life changing for me. The medication that almost kills you can save someone else’s life.|       grand mal seizure   wellbutrin   don        market   cymbalta     terrible     friends  life changing    medication   kills   save  else life
128|This frog needs Cymbalta!| frog  cymbalta
129|@lindsayfeits @walldweIIer My cymbalta is like $10/month here in Texas|lindsayfeits walldweiier  cymbalta   month   texas
130|@nick2155 Thank you for this. I have an appointment with my rheumatologist next month and will take this article along and see what she thinks. It would be nice to have an effective treatment for this. She suggests Cymbalta but I declined....|nick thank       appointment   rheumatologist  month     article          nice    effective treatment    suggests cymbalta   declined
131|@walldweIIer my cymbalta is $350 for 3 months in canada but juuuust across the border in WA it is $90 for 3 months lol ???|walldweiier  cymbalta     months  canada  juuuust   border  wa      months lol 
132|@hot_druid oh im on cymbalta|hotdruid oh im  cymbalta
133|Thank god for Lamictal and Cymbalta tbh|thank god  lamictal  cymbalta tbh
134|@WendyinHB @elonmusk @pmarca I have heard a lot of bad things about Cymbalta though. I will check out kratom....never heard if it. Thanks and God bless! 🙂|wendyinhb elonmusk pmarca   heard  lot  bad   cymbalta    check  kratom heard   thanks  god bless 🙂
135|@HitCockBottom Cymbalta, I was taking it for anxiety and it helped while I needed it, but I’ve been good for a bit now and am comfortable enough with just raw dogging whatever little bit comes and goes|hitcockbottom cymbalta   taking   anxiety   helped      ve     bit    comfortable    raw dogging whatever little bit comes  goes
136|RT @LevitskyStacey: @elonmusk @pmarca Cymbalta needs to come off the market too! @elonmusk work on that too please. There’s a Facebook grou…|rt levitskystacey elonmusk pmarca cymbalta      market  elonmusk     please   facebook grou…
137|@elonmusk @pmarca Cymbalta needs to come off the market too! @elonmusk work on that too please. There’s a Facebook group with over 32.1K people in it called Cymbalta Hurts Worse. I’ve been on both and they’re poison!|elonmusk pmarca cymbalta      market  elonmusk     please   facebook    k people   called cymbalta hurts worse ve     re poison
138|For some reason, my pharmacy, which has occasionally dispensed pills to me in smaller units because we can't always be trusted with them, has been double filling the generic cymbalta for a couple years now. What the hell would *you* do with hundreds of extra pills?|  reason  pharmacy   occasionally dispensed pills     units      trusted     double filling  generic cymbalta   couple     hell     hundreds  extra pills
139|@CptMcFisticuffs lithium for mood, cymbalta for antidepressant :( i took lexapro before and didn’t do very well on it|cptmcfisticuffs lithium  mood cymbalta  antidepressant    lexapro   didn     
140|opinions and overall experiences on cymbalta ???|opinions  overall experiences  cymbalta 
141|@rustyrockets: He's covering @elonmusk &amp; Big Pharma, #mentalhealth is included ... I started with Cymbalta &amp; ended with Prozac-think Back Pain Opiate substitute &amp; emotional pain. I'm withdrawing right now from Prozac and working thru support channels. https://t.co/YnHqb910Lv|rustyrockets  covering elonmusk amp  pharma mentalhealth  included   started  cymbalta amp   prozac  pain opiate substitute amp emotional pain  withdrawing    prozac   thru support channels httpscoynhqblv
142|@ewarren Depression hurts, #cymbalta can help. Talk to your doctor about prescription Cymbalta and maybe #stfu|ewarren depression hurts cymbalta  help talk   doctor  prescription cymbalta  maybe stfu
143|washed down my cymbalta with a marg. happy cinco de mayo everyone|washed   cymbalta   marg happy cinco de mayo 
144|@brianvastag I pay $100 a month for a primary care doctor :,( hasn't actually helped much. So I just spend $1000+ seeing an "integrative dr" who just pushed Cymbalta on me. I wasn't depressed b4 but I am now|brianvastag  pay   month   primary care doctor   actually helped     spend  seeing  integrative dr   pushed cymbalta     depressed b    
145|@Charlen60403930 People who don't understand recommending sunshine and puppies.  Smdh. I had to go one once after the death of my daughter.  Tried several before I found one that worked for me. Cymbalta.  Was on it for 18 months and it got me on the road back. Still had to do the work though.|charlen people   understand recommending sunshine  puppies  smdh         death   daughter  tried    found      cymbalta       months       road        
146|Don't forget your cymbalta. You're bigoted without it. But abandon never goes away; devotion is ever out of reach.| forget  cymbalta re bigoted    abandon  goes  devotion     reach
147|@AhComfy Cymbalta isn’t going to help this depression. :(|ahcomfy cymbalta isn   help  depression 
148|Anyone ever actually try cymbalta?|  actually try cymbalta
149|@BigBoobs_Milf @_faye_ripley_hot_sexy_adult_doseage_of_cymbalta_free_solana_porno_movie_uploads_nithyananda_full_sex_video|bigboobsmilf fayeripleyhotsexyadultdoseageofcymbaltafreesolanapornomovieuploadsnithyanandafullsexvideo
150|RT @Lilmissypie: And the medications!Cymbalta 90mgZolpidem 10mg (ambien)Gabapentin 300mg (for the chronic pain)Vyvanse 50mg I hate be…|rt lilmissypie   medicationscymbalta mgzolpidem mg ambiengabapentin mg   chronic painvyvanse mg  hate …
151|And the medications!Cymbalta 90mgZolpidem 10mg (ambien)Gabapentin 300mg (for the chronic pain)Vyvanse 50mg I hate being me, thanks for asking|  medicationscymbalta mgzolpidem mg ambiengabapentin mg   chronic painvyvanse mg  hate   thanks  
152|I am no longer a lexapro girl, I am now a cocktail of cymbalta and lamictal|     lexapro girl     cocktail  cymbalta  lamictal
153|@Amy77334833 @elonmusk @pmarca I got off Cymbalta for good. Now that drug should be illegal. Check out the Cymbalta hurts page on Facebook. Good luck. Oh, BTW I take kratom for pain as I also have fibromyligia.|amy elonmusk pmarca    cymbalta     drug   illegal check   cymbalta hurts page  facebook  luck oh btw   kratom  pain     fibromyligia
154|this cymbalta has me shitting my brains out| cymbalta   shitting  brains 
155|@Kat720519 @jaxajueny Yes, I have depression and anxiety and the medication was Cymbalta. A lot of people usually gain weight, but I went from around 105 to 94 lbs in 6 days. I just pray that people keep up with her for the drama and not for weight loss tips. That’s what nutritionists are for.|kat jaxajueny    depression  anxiety   medication  cymbalta  lot  people usually gain weight         lbs   days   pray  people       drama    weight loss tips   nutritionists  
156|This mynah bird needs Cymbalta!| mynah bird  cymbalta
157|La revue Prescrire a actualisé sa liste « des médicaments à écarter des soins et à remplacer par de meilleures options car leur balance bénéfices-risques est défavorable dans toutes leurs utilisations » : Ceroplex, Cymbalta, Effexor...Le Neurofeedback est une solution effic ...|la revue prescrire  actualisé sa liste « des médicaments à écarter des soins et à remplacer par de meilleures options car leur balance bénéficesrisques est défavorable dans toutes leurs utilisations »  ceroplex cymbalta effexorle neurofeedback est une solution effic 
158|@markhoro Unfortunately GP’s have no idea how to help. Been counting “beads” of Cymbalta for 5 years.|markhoro unfortunately gp   idea   help  counting beads  cymbalta   
159|@sporksys Cymbalta|sporksys cymbalta
160|@GarciaVictor_ @ansm @IHU_Marseille Votre patron vous prend pour un imbécile, et il a bien raison.Renseignez-vous sur l'ANSM.Police de la santé, rien que ça.Son histoire, ses colonnes...Séroplex, cymbalta, médiator, lévothyrox, dépakine...- Agence - Nationale- Sécurité- Médicament❓Cherchez l'intrus|garciavictor ansm ihumarseille votre patron vous prend pour un imbécile et il  bien raisonrenseignezvous sur ansmpolice de la santé rien que çason histoire ses colonnesséroplex cymbalta médiator lévothyrox dépakine agence  nationale sécurité médicament❓cherchez intrus
161|RT @Jjsb441: 5-Un bypass.-Una artroplastia o reemplazo de rodilla.-Nexium, es decir, esomeprazol contra la acidez.-Medicamentos comunes…|rt jjsb un bypassuna artroplastia  reemplazo de rodillanexium es decir esomeprazol contra la acidezmedicamentos comunes…
162|@kdruist It's so awful! People have no idea. Have you had any success with doctors? I was just prescribed Cymbalta after having a nerve conduction study done.|kdruist   awful people   idea     success  doctors    prescribed cymbalta    nerve conduction study 
163|@JustAMomNamedMP I understand.  30 yr veteran here.  If you haven't tried Cymbalta, you may want to.  It was the final puzzle piece in my cocktail of meds.  Cleared up 90% of my anxiety attacks!  Take care and goodnite &lt;3|justamomnamedmp  understand   yr veteran      tried cymbalta         final puzzle piece   cocktail  meds  cleared     anxiety attacks   care  goodnite lt
164|@tigeridareya I started Cymbalta about 6 weeks ago and I can’t remember my last really sad day. I know I’ve had them but much more spaced apart. Finally something is helping. I hope yours really helps. I know you’ve been through a lot so be gentle with yourself.|tigeridareya  started cymbalta   weeks ago    remember    sad day   ve      spaced apart finally   helping  hope   helps   ve    lot   gentle  
165|My cymbalta was making me feel so numb and exhausted. Two days after I got off of it, I went back to enjoying cooking and enjoying music| cymbalta    feel  numb  exhausted  days           enjoying cooking  enjoying music
166|@nineinchnymph my beautiful children Zyrtec, Amoxicillin, Cymbalta, and Viagra|nineinchnymph  beautiful children zyrtec amoxicillin cymbalta  viagra
167|imma b a cymbalta girl now|imma   cymbalta girl 
168|RT @tarheeljane23: @KymFelder @buttersy @moomadee1 I switched from Gabapentin after a year to Cymbalta and it has helped more with my chemo…|rt tarheeljane kymfelder buttersy moomadee  switched  gabapentin     cymbalta    helped    chemo…
169|I'm about to start taking @Wellbutrin! 😂🤣😂🤣 I don't know if I should laugh or be scared for my well-being. Let's hope it's better than cymbalta. Having and Managing depression and anxiety after covid is hella weird. @elonmusk|   start taking wellbutrin 😂🤣😂🤣       laugh   scared     hope    cymbalta   managing depression  anxiety  covid  hella weird elonmusk
170|@Damnitscoco I just got back on cymbalta and I’m trying it together with Wellbutrin. I have Lyme disease so I get joint pain (cymbalta helps with it) + depression &amp; anxiety|damnitscoco      cymbalta   trying    wellbutrin   lyme disease    joint pain cymbalta helps    depression amp anxiety
171|Went to follow up for my back because I fell again this morning. Waiting to see if I can go to neurosurgeon without insurance. So for now, I have my goodie bag of 3 month supply of Ibuprofen 800mg, twice a day Cymbalta and twice a day Flexeril. Goodbye back|  follow       fell   morning waiting        neurosurgeon  insurance       goodie bag   month supply  ibuprofen mg twice  day cymbalta  twice  day flexeril goodbye 
172|i got my meds situation sorted out and hearing the pharmacist here get on the phone with my old cvs that ive been trying to get transferred here and hearing him be like "yeah bud. i know what a cymbalta is" like finally someone understand why i hate medical bureaucracy|   meds situation sorted   hearing  pharmacist     phone    cvs  ive  trying   transferred   hearing    yeah bud     cymbalta   finally  understand   hate medical bureaucracy
173|@Energetic_Nova @KarnagieTV @Cindy4Sanders @POPSUGAR @LiterateElf I realized that some of my fav people are also adhd or have something. I have very dark sense of humor. There’s just people who get me a bit more. And I can be overly sensitive but I’ve gotten better about it. Cymbalta helped massively w my anxiety/depression. I can’t even|energeticnova karnagietv cindysanders popsugar literateelf  realized     fav people   adhd       dark sense  humor   people     bit      overly sensitive  ve gotten    cymbalta helped massively   anxietydepression   
174|@cailee_gill They just put me on amitripline and i do take it at night and it knocks me out which i think helps alot bc im not going thru my days so tired that everything overwhelms me, cymbalta is probably the only one i havent tried|caileegill      amitripline       night   knocks      helps alot bc im   thru  days  tired   overwhelms  cymbalta  probably     havent tried
175|@Damnitscoco I’m not sure there’s a specific time to start tapering off while taking it unless we decide to stop taking it or switch to another antidepressant. In my case I was told to stay on Cymbalta for at least a year!|damnitscoco      specific time  start tapering   taking  unless  decide  stop taking   switch   antidepressant      told  stay  cymbalta     
176|New psychiatrist provider was nice, thinks a new in-depth neuropsych analysis would be helpful. We're gonna try out Cymbalta.| psychiatrist provider  nice    depth neuropsych analysis   helpful  gonna try  cymbalta
177|@TimTheEnchantar Been there 😔Cymbalta and lidocaine infusion is what I am doing.What is your doc recommending?Take care and good luck❤️|timtheenchantar   😔cymbalta  lidocaine infusion        doc recommending care   luck❤️
178|@emilylinka Sorry upu are going through this.  I think mine until I started Cymbalta.|emilylinka sorry upu        mine   started cymbalta
179|@cheyteal Have you tried cymbalta? I take one every night before bed and I’ve never slept so good, and it’s the only anxiety medication that’s worked for me|cheyteal   tried cymbalta     night  bed  ve  slept       anxiety medication    
180|But we also have plan b ready to go if the cymbalta does does change and I go backwards or of the prednisone goes down and I go back than we have everything squared away to get that going asap.|    plan  ready     cymbalta   change    backwards    prednisone goes          squared      asap
181|TLDR getting. Released soon. Scope should my colitis is getting a little better (which you want) I’m just impatient and also my cymbalta is likely spiking my anxiety (or could be my new found adhd diagnoses). Just gotta give it more time and learn patients. https://t.co/WEX1XNGjZe|tldr getting released soon scope   colitis  getting  little       impatient    cymbalta   spiking  anxiety      found adhd diagnoses  gotta    time  learn patients httpscowexxngjze
182|@KymFelder @buttersy @moomadee1 I switched from Gabapentin after a year to Cymbalta and it has helped more with my chemo induced neuropathy. Good luck 🍀|kymfelder buttersy moomadee  switched  gabapentin     cymbalta    helped    chemo induced neuropathy  luck 🍀
183|@MANlCBITCH cymbalta withdrawal is the worst thing on earth|manlcbitch cymbalta withdrawal   worst   earth
184|i thought i had more cymbalta but apparently i’m out so it’s all brain zaps and fog until i can pick up a refill|     cymbalta  apparently      brain zaps  fog    pick   refill
185|I always caution people with these kinds of opinions. I’ve heard the same about Duloxetine/Cymbalta, even though that drug saved my life. Let the doctors pass judgment on what drugs should be taken off the market. At the same time, though, be weary of pharma. Balance is key. https://t.co/keqnPVzs2Q|  caution people   kinds  opinions ve heard    duloxetinecymbalta    drug saved  life   doctors pass judgment   drugs      market    time   weary  pharma balance  key httpscokeqnpvzsq
186|@CatBirder27 My old psychiatrist didn’t have any problems doing the prior authorizations required to keep me on it. She’s out of private practice now but we tried all the generics, which required me to travel a lot. Cymbalta just works better. 🤷🏻‍♀️ thanks for the tip though. My pcp is 🤷🏻‍♀️|catbirder   psychiatrist didn      prior authorizations required         private practice    tried   generics  required   travel  lot cymbalta    🤷🏻‍♀️ thanks   tip   pcp  🤷🏻‍♀️
187|My last relationship ended I was so busy with FFXIV that I didn't even really feel anything from it. Then I went cold turkey on my Cymbalta but that's a whole other story 💀|  relationship     busy  ffxiv      feel       cold turkey   cymbalta      story 💀
188|They’re talking about generic medication on tv so I have to rant. When a company loses its patent, that’s when the generics come out. In the case of Cymbalta, duloxetine doesn’t cut the mustard. The substandard fillers give me a headache and don’t work on my anxiety. /rant.|re talking  generic medication  tv     rant   company loses  patent    generics       cymbalta duloxetine doesn cut  mustard  substandard fillers    headache  don    anxiety rant
189|@RojaGarimella Is this a newer medicine? Does it work better than cymbalta?|rojagarimella     medicine      cymbalta
190|@kriissaa_krae Lexapro sucks! Been on Cymbalta and Metoprolol for a year and that’s worked really really well|kriissaakrae lexapro sucks   cymbalta  metoprolol         
191|@AshleighWildest Oh yeah me too. The Cymbalta as well. I’m just constantly damp.|ashleighwildest oh yeah    cymbalta     constantly damp
192|two ibuprofen, two acetaminophen, two cymbalta, which functions as a nerve pain reliever on top of an antidepressant| ibuprofen  acetaminophen  cymbalta  functions   nerve pain reliever  top   antidepressant
193|@zdalnista @Michalina_Kobla Proponuje to przeczytac jak polaki przesadzaja z alkoholem to beda przesadzac z psychotropami od ktorych sie w chuj latwiej uzaleznic uwazam to za blogoslawienstwo ze w polsce leki nie sa rozpowszechnione bo to naprawde nikomu na dobre nie wyjdziehttps://t.co/WcRwWyBbKd|zdalnista michalinakobla proponuje  przeczytac jak polaki przesadzaja  alkoholem  beda przesadzac  psychotropami od ktorych sie  chuj latwiej uzaleznic uwazam  za blogoslawienstwo ze  polsce leki nie sa rozpowszechnione bo  naprawde nikomu na dobre nie wyjdziehttpscowcrwwybbkd
194|@_daftdunk My doc in CA was like “oh there’s no generic for this … TAKE THIS. and this. And this. Hold on let me check the closet” (and then when my dad found it he accused me of selling drugs to my friends because I literally had a dresser drawer full of Cymbalta)|daftdunk  doc  ca   oh   generic   …       hold    check  closet     dad found   accused   selling drugs   friends   literally   dresser drawer   cymbalta
195|Cymbalta might be the one my dudes|cymbalta      dudes
196|@afrosabi Been on it for about a year. Works well-no hangover effect. Just started Cymbalta which is kicking my butt while we tinker with the dosage, but I NEVER toss and turn trying to sleep anymore. Prob could drop the hydroxyzine pretty soon.|afrosabi          hangover effect  started cymbalta   kicking  butt   tinker   dosage    toss   trying  sleep anymore prob  drop  hydroxyzine pretty soon
197|@buttersy @moomadee1 I started gabapentin for chemo induced neuropathy. It seems to be helping. Neurologist recommend Cymbalta for neuropathy. The neuropathy feels similar to RLS.|buttersy moomadee  started gabapentin  chemo induced neuropathy     helping neurologist recommend cymbalta  neuropathy  neuropathy feels similar  rls
198|@AllieWrestling Hope it all works out for you. I have OCD, severe anxiety, schizophrenia, and bipolar. Cymbalta helps with my anxiety.|alliewrestling hope         ocd severe anxiety schizophrenia  bipolar cymbalta helps   anxiety
199|@Aliafonzy43 Which one are you on? Because Let me tell you...With Cymbalta I was having ALL SIDE EFFECTS for weeks|aliafonzy         tell  cymbalta      effects  weeks
200|@WomenReadWomen @jack_turban Like, I wouldn’t go on that shit again if my life depended on it (7 months of it for stage IV endometriosis + adenomyosis was absolute hell), but there’s a lot of people who wouldn’t go on meds that work fine for me (like Singulair for asthma and Cymbalta for nerve pain.)|womenreadwomen jackturban   wouldn    shit    life depended    months    stage iv endometriosis  adenomyosis  absolute hell    lot  people  wouldn   meds   fine    singulair  asthma  cymbalta  nerve pain
201|RT @HeavisideMc: the only other time I’ve felt this way is when I first got on cymbalta, realized I was trans, and got on hormones. It’s be…|rt heavisidemc    time ve          cymbalta realized   trans    hormones  …
202|@itsme_yoli celexa, cymbalta, and abilify|itsmeyoli celexa cymbalta  abilify
203|either Cymbalta that made me turn my right arm into ground beef or Alprazolam which I got addicted to and ruined my life lol(this is just me tho) https://t.co/UC7woEzuHG| cymbalta       arm  ground beef  alprazolam    addicted   ruined  life lol    tho httpscoucwoezuhg
204|@MiltonTPike1 (1) I started having them last year for the first time in my life. They were so bad that I was having pseudo seizures. I know what caused mine though. Through weekly therapy and going on Cymbalta and Buspirone havent had an "episode" in a few months. I hope you can find something|miltontpike   started        time   life    bad     pseudo seizures    caused mine   weekly therapy    cymbalta  buspirone havent   episode    months  hope    
205|omg twitter has close friends now i’m gonna scream anyway i’ve been on abilify for like 16 hours and have 12 hours of dead time clocked this week and i feel so normcore now i just need this cymbalta to stop the brain zaps and i’m goated|omg twitter  close friends   gonna scream anyway ve   abilify    hours    hours  dead time clocked  week   feel  normcore      cymbalta  stop  brain zaps   goated
206|im also fucking terrified of being forced off of cymbalta because my fucking pharmacy is dragging their heels|im  fucking terrified   forced   cymbalta   fucking pharmacy  dragging  heels
207|@itskeylinda the one week I was on cymbalta was the worst week, after my traumatizing IUD experience that is.|itskeylinda   week    cymbalta   worst week   traumatizing iud experience  
208|the only other time I’ve felt this way is when I first got on cymbalta, realized I was trans, and got on hormones. It’s been a long 3 years since then, but I am so, so, so happy that it’s finally over.|   time ve          cymbalta realized   trans    hormones               happy   finally 
209|Got a new psychiatrist and she hates that I’m on cymbalta 🥲|   psychiatrist   hates    cymbalta 🥲
210|@ShaneyWright @raficdaud I have also tried Apixaban (felt worse at first 5days)Favipiravir (didn't help)Aspirin (didn't help)Fluvoxamine (helped abit but some side effects)Cymbalta helped with the pain specially the head pressure and neck pain( got easier after treating high bp)Amantadine|shaneywright raficdaud    tried apixaban  worse   daysfavipiravir  helpaspirin  helpfluvoxamine helped abit    effectscymbalta helped   pain specially  head pressure  neck pain  easier  treating  bpamantadine
211|@chewstruth @AshleyGWinter @dazilmz I'm having bad depression and anxiety I was taking Cymbalta forever but it didn't help me|chewstruth ashleygwinter dazilmz   bad depression  anxiety   taking cymbalta forever    help 
212|@SaltyLikeSaline Switched from Cymbalta to Prozac and it’s been my savings Grace at 40mg. 💪🏽|saltylikesaline switched  cymbalta  prozac     savings grace  mg 💪🏽
213|cymbalta Scented Sweat era|cymbalta scented sweat era
214|@MelilyWhit @Cernovich @elonmusk 🙏 I'm still in therapy and have been referred to get Combat-specific therapy. I just wish I never got put on Cymbalta. 🤷🏼‍♀️|melilywhit cernovich elonmusk 🙏    therapy    referred   combatspecific therapy   wish      cymbalta 🤷🏼‍♀️
215|Health IKnow : Cymbalta (Duloxetine) - Oral  #healthiknow #mentalhealth #health-a-z https://t.co/u8BAV6WONs|health iknow  cymbalta duloxetine  oral  healthiknow mentalhealth health httpscoubavwons
216|@GreenDvr If they followed the CDC guidelines it would be an improvement, I wouldn't be in such bad situation but everything she put in discontinuation of opioid and Cymbalta was 23 minutes after the 5th time the chief of the clinic recommended and prescribed opioids for chronic pain.|greendvr   followed  cdc guidelines     improvement      bad situation      discontinuation  opioid  cymbalta   minutes   th time  chief   clinic recommended  prescribed opioids  chronic pain
217|$INIT IP2015 superior to Duloxetin (Cymbalta) @LillyPad in both safety and efficiency. Right now undergoing fas1b pain study (indication = trigeminal Neuralgia) and benching against Pregabalin (Lyrica) @pfizer. Could be a game-changer. Results in the next 3-5 weeks|init ip superior  duloxetin cymbalta lillypad   safety  efficiency   undergoing fasb pain study indication = trigeminal neuralgia  benching  pregabalin lyrica pfizer    gamechanger results     weeks
218|@ScottAdamsSays Cymbalta nearly killed me. Not one word of a lie.|scottadamssays cymbalta nearly killed    word   lie
219|@gramma_hen @ScottAdamsSays Paxil is the absolute worst.  They still sling that crap??  And cymbalta nearly killed me.|grammahen scottadamssays paxil   absolute worst    sling  crap   cymbalta nearly killed 
220|@K_Mowers @cherokee_autumn @IntuitiveGal1 I am wanting changed from cymbalta to effexor? I think they're changing it soon... do u see a real difference? Please tell me|kmowers cherokeeautumn intuitivegal    changed  cymbalta  effexor    changing  soon     real difference please tell 
221|RT @gough1963: Our world horrificTears threaten to liquify Cymbalta numbs me #haikuchallenge|rt gough  world horrifictears threaten  liquify cymbalta numbs  haikuchallenge
222|@SAJonesEsq I suffered 3 consecutive iatrogenic injuries - 1) Paxil, 2) Cymbalta, 3) Ativan.  Enter any online support group for benzo injury and you will have crossed the threshold into the 9th circle of Hell.  Unequalled, inhumane torture.  Benzos need banned!! I hope you will get free &lt;3|sajonesesq  suffered  consecutive iatrogenic injuries   paxil  cymbalta  ativan  enter  online support   benzo injury     crossed  threshold   th circle  hell  unequalled inhumane torture  benzos  banned  hope    free lt
223|This ground hog needs Cymbalta!| ground hog  cymbalta
224|Okay, but today was the first good serotonin day in WEEKS. Let’s keep this going, I beg of you brain. (But my psychiatrist did bump my cymbalta dosage today to 90mg 😂)|okay       serotonin day  weeks      beg   brain   psychiatrist  bump  cymbalta dosage   mg 😂
225|@hurleyswirl279 @JaneidyEve @elonmusk @pmarca Prozac for many was a miracle drug, whole others a normal that caused them to murder those they loved. Wellbutrin done nothing for me one way or the other it just caused weight gain while Cymbalta and Effexor made me feel like I had no emotion whatever.|hurleyswirl janeidyeve elonmusk pmarca prozac     miracle drug    normal  caused   murder   loved wellbutrin            caused weight gain  cymbalta  effexor   feel     emotion whatever
226|Our world horrificTears threaten to liquify Cymbalta numbs me #haikuchallenge| world horrifictears threaten  liquify cymbalta numbs  haikuchallenge
227|@jackharlow Nobody cares. You’ll never be Lil Peep or Semi Cymbalta|jackharlow  cares ll   lil peep  semi cymbalta
228|@stilldabeast73 @HoodDuo Don’t think I did the cymbalta or Effexor road yet. Zoloft gave me the most bang for the buck. No random panic attacks and depression back there a ways not wreaking havoc. Sadness enough at bay that I don’t cry at a dog food commercial. 😅|stilldabeast hoodduo don     cymbalta  effexor road  zoloft     bang   buck  random panic attacks  depression      wreaking havoc sadness   bay   don cry   dog food commercial 😅
229|my cymbalta has my clenching my jaw so hard i’m about to look like this https://t.co/ekOxKcZoto| cymbalta   clenching  jaw  hard    look   httpscoekoxkczoto
230|@OdinsTatjana @Left99_4Me @ReneeAlida I went through Prozac, Zoloft, Seroquel (zombie), Luvox, and others. After 28 years, finally stable on Wellbutrin, Cymbalta, valproate, and as-needed clonazepam. I will be taking them the rest of my life.|odinstatjana leftme reneealida    prozac zoloft seroquel zombie luvox      finally stable  wellbutrin cymbalta valproate   clonazepam    taking   rest   life
231|RT @clearskypharma: CHEAPEST Generic #Duloxetine WITHOUT INSURANCE ONLY $0.43  A PILL#Duzela is used for the symptomatic relief of #majord…|rt clearskypharma cheapest generic duloxetine  insurance     pillduzela     symptomatic relief  majord…
232|@ixshelle I was already taking 60 mg of Cymbalta, but they added the 25 mg of Zoloft and 1 mg of Prazin to my script.|ixshelle    taking  mg  cymbalta   added   mg  zoloft   mg  prazin   script
233|@LiteChild Getting off Cymbalta, from what I’ve heard, is an ordeal that takes weeks. I would see a psychiatrist to help, maybe to medicate for side effects.|litechild getting  cymbalta   ve heard   ordeal  takes weeks     psychiatrist  help maybe  medicate   effects
